feeder_id,state,date,units_injected_kwh,units_billed_kwh,loss_percentage,transformer_age_years,temperature_celsius,load_factor,smart_meter_installed,voltage_fluctuation,outage_hours_monthly
FEEDER_030,Gujarat,2024-01-09,3166.82,2233.67,29.47,23,26.1,0.5,True,0.73,1.5
FEEDER_030,Gujarat,2024-01-10,4580.7,3263.89,28.75,14,38.2,0.85,False,3.86,20.0
FEEDER_030,Gujarat,2024-01-11,4038.47,3015.85,25.32,6,17.2,0.75,True,3.75,7.6
FEEDER_030,Gujarat,2024-01-12,3375.29,2203.96,34.7,15,30.4,0.67,False,6.78,19.5
FEEDER_030,Maharashtra,2024-01-13,1565.46,1248.43,20.25,16,16.2,0.57,False,2.89,12.6
FEEDER_030,Bihar,2024-01-14,1404.63,1142.25,18.68,13,31.2,0.93,False,8.58,14.7
FEEDER_030,Rajasthan,2024-01-15,1367.05,975.66,28.63,12,31.8,0.66,False,6.21,16.9
FEEDER_030,Maharashtra,2024-01-16,2238.8,1930.84,13.76,3,25.8,0.65,True,5.79,13.8
FEEDER_030,Rajasthan,2024-01-17,2950.39,2192.13,25.7,26,28.3,0.55,False,2.18,2.8
FEEDER_030,Uttar Pradesh,2024-01-18,4937.45,3523.6,28.64,8,39.5,0.68,False,0.58,0.3
FEEDER_030,Bihar,2024-01-19,4818.19,4555.32,5.46,10,44.2,0.91,True,2.23,6.0
FEEDER_030,Rajasthan,2024-01-20,643.45,595.25,7.49,28,27.6,0.52,True,6.61,10.9
FEEDER_030,Tamil Nadu,2024-01-21,817.58,752.89,7.91,2,36.9,0.72,True,1.01,3.2
FEEDER_030,Gujarat,2024-01-22,3434.4,3056.32,11.01,13,35.2,0.49,True,4.1,12.8
FEEDER_030,West Bengal,2024-01-23,1972.81,1525.48,22.67,12,18.2,0.79,True,0.71,15.2
FEEDER_030,Gujarat,2024-01-24,3073.27,2494.49,18.83,14,26.7,0.75,False,6.34,9.4
FEEDER_030,Maharashtra,2024-01-25,544.98,360.79,33.8,12,35.2,0.72,False,7.08,2.1
FEEDER_030,Uttar Pradesh,2024-01-26,3747.19,3555.11,5.13,12,17.0,0.63,False,1.51,19.1
FEEDER_030,Uttar Pradesh,2024-01-27,2067.99,1349.34,34.75,8,20.7,0.85,False,6.56,17.8
FEEDER_030,Tamil Nadu,2024-01-28,4512.29,3640.64,19.32,14,37.2,0.59,False,8.33,15.8
FEEDER_030,Bihar,2024-01-29,829.23,635.05,23.42,6,23.6,0.71,False,0.59,2.7
FEEDER_030,Rajasthan,2024-01-30,1145.17,830.85,27.45,30,15.7,0.87,True,8.11,13.3
FEEDER_031,Uttar Pradesh,2024-01-01,3865.46,2842.43,26.47,16,17.4,0.75,False,9.62,0.3
FEEDER_031,West Bengal,2024-01-02,2300.35,1721.68,25.16,19,20.7,0.71,False,5.29,14.9
FEEDER_031,Gujarat,2024-01-03,3829.31,3074.75,19.7,20,36.4,0.78,True,7.91,5.1
FEEDER_031,Uttar Pradesh,2024-01-04,2070.24,1850.03,10.64,19,39.3,0.6,False,0.56,7.3
FEEDER_031,Uttar Pradesh,2024-01-05,3217.07,2932.83,8.84,15,37.3,0.72,False,2.54,12.2
FEEDER_031,Uttar Pradesh,2024-01-06,2338.24,1605.59,31.33,7,34.9,0.57,False,4.04,13.7
FEEDER_031,Maharashtra,2024-01-07,2970.96,2241.05,24.57,22,36.6,0.79,False,2.32,19.0
FEEDER_031,Bihar,2024-01-08,4844.41,3837.67,20.78,24,38.6,0.93,False,7.45,5.2
FEEDER_031,Gujarat,2024-01-09,671.32,611.55,8.9,11,20.3,0.88,False,4.6,18.0
FEEDER_031,Maharashtra,2024-01-10,1013.34,873.02,13.85,1,27.9,0.53,False,2.71,9.7
FEEDER_031,Gujarat,2024-01-11,1653.07,1088.66,34.14,12,24.9,0.7,False,0.8,8.2
FEEDER_031,Maharashtra,2024-01-12,2518.3,2279.94,9.47,27,27.4,0.78,False,5.72,4.1
FEEDER_031,Bihar,2024-01-13,798.07,613.74,23.1,4,26.5,0.41,True,9.69,11.4
FEEDER_031,Uttar Pradesh,2024-01-14,3429.75,2907.68,15.22,30,44.3,0.47,True,6.72,4.9
FEEDER_031,Gujarat,2024-01-15,3190.36,2936.52,7.96,26,20.3,0.79,False,2.44,18.2
FEEDER_031,Madhya Pradesh,2024-01-16,3640.7,2692.81,26.04,19,22.6,0.51,True,2.17,3.0
FEEDER_031,Maharashtra,2024-01-17,4400.97,3888.37,11.65,14,16.9,0.86,True,7.61,17.2
FEEDER_031,Gujarat,2024-01-18,4195.79,3771.69,10.11,11,44.8,0.84,True,5.03,12.3
FEEDER_031,West Bengal,2024-01-19,952.72,718.12,24.63,25,19.3,0.8,False,7.71,3.2
FEEDER_031,Uttar Pradesh,2024-01-20,2342.1,1871.85,20.08,9,30.4,0.54,True,5.88,15.4
FEEDER_031,West Bengal,2024-01-21,4282.96,4057.99,5.25,19,18.1,0.82,False,7.01,19.7
FEEDER_031,Uttar Pradesh,2024-01-22,1128.79,899.46,20.32,20,16.3,0.43,True,5.87,8.3
FEEDER_031,Rajasthan,2024-01-23,1639.41,1545.91,5.7,2,35.0,0.75,False,5.84,4.7
FEEDER_031,Gujarat,2024-01-24,1717.78,1160.94,32.42,16,40.8,0.83,False,6.85,13.6
FEEDER_031,Rajasthan,2024-01-25,2914.57,2107.37,27.7,6,28.5,0.93,True,2.92,9.5
FEEDER_031,Bihar,2024-01-26,1722.33,1336.28,22.41,14,17.4,0.5,True,2.38,1.3
FEEDER_031,Rajasthan,2024-01-27,3924.04,3232.98,17.61,28,21.8,0.6,True,5.56,10.3
FEEDER_031,Uttar Pradesh,2024-01-28,3985.73,3528.92,11.46,19,15.4,0.44,False,8.86,13.5
FEEDER_031,Madhya Pradesh,2024-01-29,1122.87,890.53,20.69,27,44.0,0.77,False,9.21,5.8
FEEDER_031,Madhya Pradesh,2024-01-30,870.09,636.89,26.8,28,23.2,0.88,True,9.26,14.8
FEEDER_032,Uttar Pradesh,2024-01-01,4204.86,3105.68,26.14,20,30.6,0.69,True,6.85,13.8
FEEDER_032,Uttar Pradesh,2024-01-02,2274.38,2001.49,12.0,2,15.3,0.54,False,1.78,9.8
FEEDER_032,Madhya Pradesh,2024-01-03,674.95,628.8,6.84,21,22.1,0.78,True,0.85,17.8
FEEDER_032,West Bengal,2024-01-04,2311.05,1932.67,16.37,19,17.5,0.6,True,4.92,19.0
FEEDER_032,Uttar Pradesh,2024-01-05,4239.93,2851.36,32.75,1,22.1,0.53,False,4.62,15.1
FEEDER_032,Rajasthan,2024-01-06,887.72,739.12,16.74,23,35.8,0.49,False,1.42,11.1
FEEDER_032,Uttar Pradesh,2024-01-07,1487.7,1140.85,23.31,9,16.0,0.74,True,6.03,5.6
FEEDER_032,Tamil Nadu,2024-01-08,3546.82,2506.31,29.34,6,20.3,0.46,True,1.89,7.6
FEEDER_032,Rajasthan,2024-01-09,925.53,797.26,13.86,28,33.6,0.94,True,9.41,10.2
FEEDER_032,Uttar Pradesh,2024-01-10,4501.1,3133.46,30.38,28,32.0,0.6,False,3.56,6.8
FEEDER_032,Uttar Pradesh,2024-01-11,2277.27,1697.33,25.47,20,20.2,0.6,False,8.67,13.8
FEEDER_032,West Bengal,2024-01-12,3951.71,3563.91,9.81,30,40.0,0.91,True,2.31,15.4
FEEDER_032,Bihar,2024-01-13,2331.18,1628.33,30.15,11,37.5,0.64,False,1.62,7.3
FEEDER_032,Madhya Pradesh,2024-01-14,2441.63,2195.03,10.1,24,18.6,0.68,True,9.38,13.9
FEEDER_032,Bihar,2024-01-15,4047.84,3755.09,7.23,19,36.3,0.91,False,0.83,1.6
FEEDER_032,Maharashtra,2024-01-16,2749.21,2391.95,12.99,11,33.5,0.85,True,1.74,13.0
FEEDER_032,Bihar,2024-01-17,1768.02,1409.72,20.27,1,25.4,0.63,False,6.25,18.7
FEEDER_032,Uttar Pradesh,2024-01-18,2282.63,1573.8,31.05,15,19.3,0.6,True,6.24,14.6
FEEDER_032,Maharashtra,2024-01-19,1591.77,1185.69,25.51,26,42.7,0.5,True,6.99,7.6
FEEDER_032,West Bengal,2024-01-20,3916.94,3717.86,5.08,28,42.7,0.5,False,9.73,12.8
FEEDER_032,Uttar Pradesh,2024-01-21,2837.22,1885.08,33.56,19,40.8,0.81,True,4.63,13.7
FEEDER_032,Madhya Pradesh,2024-01-22,4681.95,3647.36,22.1,30,40.7,0.54,False,5.83,6.6
FEEDER_032,Bihar,2024-01-23,2190.47,1831.52,16.39,14,25.2,0.43,True,4.32,1.0
FEEDER_032,Tamil Nadu,2024-01-24,1494.94,1304.13,12.76,24,15.7,0.83,False,3.63,0.2
FEEDER_032,Madhya Pradesh,2024-01-25,1888.47,1265.13,33.01,25,44.0,0.69,True,4.8,18.1
FEEDER_032,West Bengal,2024-01-26,4860.78,3845.42,20.89,17,36.0,0.48,True,5.63,3.8
FEEDER_032,Rajasthan,2024-01-27,1617.1,1491.72,7.75,6,26.9,0.81,True,7.86,9.3
FEEDER_032,Rajasthan,2024-01-28,3522.56,2776.38,21.18,16,34.0,0.76,False,1.69,9.5
FEEDER_032,Uttar Pradesh,2024-01-29,2820.04,1902.27,32.54,3,43.1,0.42,False,1.48,10.8
FEEDER_032,Uttar Pradesh,2024-01-30,3019.59,2687.13,11.01,18,26.0,0.79,False,5.21,13.7
FEEDER_033,Maharashtra,2024-01-01,3550.97,2616.67,26.31,12,31.2,0.88,False,7.78,1.5
FEEDER_033,West Bengal,2024-01-02,3899.35,3224.77,17.3,23,41.1,0.85,True,0.59,13.3
FEEDER_033,Madhya Pradesh,2024-01-03,3831.69,3574.36,6.72,27,41.0,0.58,True,2.78,1.8
FEEDER_033,Bihar,2024-01-04,558.17,445.72,20.15,27,15.4,0.75,True,4.09,10.8
FEEDER_033,Gujarat,2024-01-05,3127.11,2379.51,23.91,11,23.8,0.62,True,3.24,8.2
FEEDER_033,Maharashtra,2024-01-06,2270.22,1894.29,16.56,8,31.9,0.41,True,4.02,6.9
FEEDER_033,Tamil Nadu,2024-01-07,4138.07,3511.67,15.14,5,23.1,0.76,False,3.86,2.8
FEEDER_033,Tamil Nadu,2024-01-08,3445.71,2338.54,32.13,3,16.0,0.44,False,4.93,15.4
FEEDER_033,Bihar,2024-01-09,2690.78,2548.16,5.3,16,27.6,0.69,False,9.49,15.4
FEEDER_033,Madhya Pradesh,2024-01-10,1494.63,1149.42,23.1,7,38.6,0.62,True,4.39,19.9
FEEDER_033,Tamil Nadu,2024-01-11,3846.89,2892.82,24.8,1,42.9,0.54,True,9.65,1.0
FEEDER_033,Tamil Nadu,2024-01-12,1192.08,792.75,33.5,20,21.4,0.71,True,8.62,10.5
FEEDER_033,West Bengal,2024-01-13,677.95,592.95,12.54,2,29.4,0.84,False,7.69,5.0
FEEDER_033,West Bengal,2024-01-14,3057.56,2747.13,10.15,26,17.4,0.61,True,2.96,1.4
FEEDER_033,Maharashtra,2024-01-15,3045.12,2197.57,27.83,3,27.4,0.93,True,3.76,15.6
FEEDER_033,West Bengal,2024-01-16,4901.19,3362.7,31.39,30,33.4,0.53,True,7.01,11.5
FEEDER_033,West Bengal,2024-01-17,3023.27,2852.45,5.65,22,28.9,0.84,False,6.28,12.5
FEEDER_033,Gujarat,2024-01-18,2608.62,2471.99,5.24,20,37.7,0.42,False,8.07,3.5
FEEDER_033,Tamil Nadu,2024-01-19,3507.96,2643.19,24.65,22,26.5,0.61,True,4.3,18.1
FEEDER_033,West Bengal,2024-01-20,3392.47,3009.58,11.29,25,22.9,0.59,False,2.72,4.1
FEEDER_033,Madhya Pradesh,2024-01-21,3908.8,3500.67,10.44,11,22.8,0.74,True,2.34,18.1
FEEDER_033,Madhya Pradesh,2024-01-22,4512.17,3313.73,26.56,12,41.7,0.6,False,2.62,16.3
FEEDER_033,Maharashtra,2024-01-23,3811.73,2671.01,29.93,22,31.9,0.45,False,3.1,5.0
FEEDER_033,Maharashtra,2024-01-24,3582.44,2711.21,24.32,9,34.4,0.84,False,8.05,8.5
FEEDER_033,West Bengal,2024-01-25,3288.94,3004.25,8.66,6,20.5,0.91,True,8.41,2.0
FEEDER_033,Madhya Pradesh,2024-01-26,3772.01,3417.46,9.4,8,25.4,0.52,False,8.34,5.7
FEEDER_033,Bihar,2024-01-27,2158.78,1791.3,17.02,9,16.4,0.69,False,1.57,7.7
FEEDER_033,Tamil Nadu,2024-01-28,4307.82,3632.48,15.68,29,32.7,0.53,True,2.65,4.3
FEEDER_033,Maharashtra,2024-01-29,4713.86,3497.53,25.8,26,21.6,0.48,False,5.97,9.3
FEEDER_033,Bihar,2024-01-30,1909.56,1658.53,13.15,11,41.3,0.58,True,4.39,7.5
FEEDER_034,West Bengal,2024-01-01,1546.12,1062.61,31.27,8,38.0,0.76,True,5.28,15.5
FEEDER_034,Gujarat,2024-01-02,2936.38,2164.53,26.29,30,41.3,0.78,True,8.58,18.5
FEEDER_034,Gujarat,2024-01-03,1311.42,1025.24,21.82,21,43.3,0.72,True,7.79,5.9
FEEDER_034,Bihar,2024-01-04,768.53,637.39,17.06,6,34.3,0.94,False,6.88,10.1
FEEDER_034,Rajasthan,2024-01-05,3885.43,3225.29,16.99,6,24.3,0.43,False,7.82,14.4
FEEDER_034,Bihar,2024-01-06,2620.1,1785.85,31.84,21,25.7,0.91,False,6.96,5.7
FEEDER_034,Uttar Pradesh,2024-01-07,2389.89,2237.6,6.37,7,21.1,0.59,False,8.94,19.3
FEEDER_034,Tamil Nadu,2024-01-08,1997.57,1417.19,29.05,13,30.7,0.44,True,9.86,0.0
FEEDER_034,Madhya Pradesh,2024-01-09,1898.44,1490.52,21.49,21,32.1,0.84,True,4.51,4.8
FEEDER_034,Bihar,2024-01-10,1338.16,1097.98,17.95,18,36.0,0.73,False,7.8,2.0
FEEDER_034,Madhya Pradesh,2024-01-11,1717.48,1255.91,26.87,4,36.5,0.41,True,3.96,5.7
FEEDER_034,Bihar,2024-01-12,4134.54,2935.72,29.0,16,36.8,0.78,True,8.07,5.0
FEEDER_034,Gujarat,2024-01-13,4000.03,3405.09,14.87,17,31.8,0.76,False,0.85,0.2
FEEDER_034,Bihar,2024-01-14,3789.42,2959.65,21.9,27,33.9,0.41,True,5.25,0.1
FEEDER_034,Uttar Pradesh,2024-01-15,970.68,733.35,24.45,6,45.0,0.9,False,3.22,16.8
FEEDER_034,Tamil Nadu,2024-01-16,1799.74,1576.02,12.43,1,26.4,0.69,True,9.15,5.2
FEEDER_034,Tamil Nadu,2024-01-17,2774.12,2635.39,5.0,1,42.7,0.85,True,5.72,11.6
FEEDER_034,Gujarat,2024-01-18,3066.2,2202.15,28.18,29,37.7,0.69,True,4.9,18.6
FEEDER_034,Gujarat,2024-01-19,4201.58,2971.65,29.27,1,19.3,0.59,False,0.97,18.9
FEEDER_034,West Bengal,2024-01-20,3224.9,2681.96,16.84,9,30.6,0.51,False,6.94,15.1
FEEDER_034,Bihar,2024-01-21,1546.46,1141.77,26.17,8,18.6,0.52,False,1.03,3.7
FEEDER_034,West Bengal,2024-01-22,3506.18,2622.78,25.2,25,33.5,0.72,True,7.92,12.4
FEEDER_034,Rajasthan,2024-01-23,562.29,468.68,16.65,16,30.5,0.44,True,3.73,15.1
FEEDER_034,Madhya Pradesh,2024-01-24,2750.31,1986.97,27.75,30,20.1,0.66,True,4.26,2.8
FEEDER_034,Maharashtra,2024-01-25,1040.95,868.33,16.58,25,19.8,0.62,False,3.64,3.3
FEEDER_034,Rajasthan,2024-01-26,4632.49,4090.54,11.7,3,40.9,0.61,False,8.0,14.1
FEEDER_034,West Bengal,2024-01-27,4980.72,3719.14,25.33,15,23.9,0.92,True,7.11,1.2
FEEDER_034,Gujarat,2024-01-28,505.46,462.24,8.55,8,36.9,0.91,True,3.26,10.8
FEEDER_034,Tamil Nadu,2024-01-29,4978.61,3909.63,21.47,26,30.2,0.59,False,7.09,12.6
FEEDER_034,Madhya Pradesh,2024-01-30,2024.18,1505.6,25.62,16,23.1,0.68,False,9.91,11.9
FEEDER_035,Rajasthan,2024-01-01,2936.18,2579.88,12.13,22,24.2,0.57,False,1.52,18.9
FEEDER_035,West Bengal,2024-01-02,3260.45,2152.26,33.99,12,30.6,0.57,False,1.21,8.4
FEEDER_035,Bihar,2024-01-03,4569.13,3524.17,22.87,26,22.3,0.63,False,5.66,11.5
FEEDER_035,Madhya Pradesh,2024-01-04,3612.22,2632.76,27.11,11,29.2,0.81,True,8.24,4.6
FEEDER_035,Madhya Pradesh,2024-01-05,4782.58,3244.59,32.16,6,37.8,0.89,False,8.0,15.8
FEEDER_035,Tamil Nadu,2024-01-06,1923.13,1654.12,13.99,7,25.1,0.8,True,3.72,13.0
FEEDER_035,Bihar,2024-01-07,1477.68,1001.82,32.2,22,42.6,0.51,False,6.71,11.3
FEEDER_035,Tamil Nadu,2024-01-08,2073.3,1397.45,32.6,24,16.6,0.85,False,1.38,15.7
FEEDER_035,Bihar,2024-01-09,4103.66,2700.37,34.2,9,24.6,0.9,False,3.06,16.1
FEEDER_035,Gujarat,2024-01-10,3560.19,2944.98,17.28,6,29.2,0.47,True,5.35,2.9
FEEDER_035,Gujarat,2024-01-11,582.28,441.95,24.1,27,19.7,0.5,True,1.36,1.1
FEEDER_035,Rajasthan,2024-01-12,3801.8,3027.66,20.36,10,35.7,0.72,True,7.89,19.3
FEEDER_035,Bihar,2024-01-13,4673.14,3800.53,18.67,24,33.9,0.6,True,1.94,10.4
FEEDER_035,Gujarat,2024-01-14,1687.32,1517.07,10.09,29,35.4,0.45,False,9.54,12.1
FEEDER_035,Tamil Nadu,2024-01-15,4516.92,3100.65,31.35,24,38.1,0.59,False,4.94,15.2
FEEDER_035,Tamil Nadu,2024-01-16,4697.63,3833.28,18.4,7,26.0,0.93,False,5.22,5.8
FEEDER_035,Tamil Nadu,2024-01-17,1625.43,1139.31,29.91,3,17.5,0.83,True,7.82,9.2
FEEDER_035,Tamil Nadu,2024-01-18,4712.47,3240.99,31.23,2,41.3,0.61,False,5.34,0.7
FEEDER_035,Maharashtra,2024-01-19,4827.1,3694.12,23.47,13,19.7,0.51,True,8.15,14.0
FEEDER_035,Bihar,2024-01-20,2300.72,2048.04,10.98,24,19.7,0.49,True,4.56,8.9
FEEDER_035,Rajasthan,2024-01-21,4250.47,2771.15,34.8,15,21.8,0.81,True,0.92,7.2
FEEDER_035,Uttar Pradesh,2024-01-22,4500.61,2960.48,34.22,2,19.2,0.45,False,7.77,1.2
FEEDER_035,Madhya Pradesh,2024-01-23,2444.41,2026.7,17.09,8,15.5,0.51,False,6.43,4.9
FEEDER_035,West Bengal,2024-01-24,1877.59,1229.19,34.53,2,23.6,0.89,False,7.64,5.5
FEEDER_035,Tamil Nadu,2024-01-25,3879.19,3449.5,11.08,5,34.5,0.83,True,8.84,5.1
FEEDER_035,Rajasthan,2024-01-26,1455.68,1306.33,10.26,26,27.3,0.82,True,4.32,8.9
FEEDER_035,Madhya Pradesh,2024-01-27,2254.24,2051.96,8.97,1,41.8,0.57,False,2.37,4.8
FEEDER_035,Madhya Pradesh,2024-01-28,1844.3,1616.55,12.35,26,27.2,0.65,True,0.68,18.4
FEEDER_035,Maharashtra,2024-01-29,3494.95,2500.96,28.44,3,41.4,0.69,True,8.09,17.6
FEEDER_035,Tamil Nadu,2024-01-30,1915.45,1754.38,8.41,6,28.8,0.4,True,1.97,13.4
FEEDER_036,Madhya Pradesh,2024-01-01,959.01,654.79,31.72,6,28.1,0.6,False,6.33,9.5
FEEDER_036,Bihar,2024-01-02,2152.88,1694.46,21.29,20,40.8,0.41,False,2.14,12.6
FEEDER_036,Tamil Nadu,2024-01-03,3458.87,2866.03,17.14,3,43.7,0.55,False,9.2,6.0
FEEDER_036,Rajasthan,2024-01-04,4908.1,3245.55,33.87,26,27.3,0.82,True,7.44,3.2
FEEDER_036,West Bengal,2024-01-05,4641.9,4079.74,12.11,28,22.5,0.75,True,4.84,10.7
FEEDER_036,Madhya Pradesh,2024-01-06,3400.71,2663.44,21.68,12,36.1,0.64,False,6.14,11.1
FEEDER_036,Tamil Nadu,2024-01-07,1997.04,1552.13,22.28,16,30.6,0.48,False,9.9,14.9
FEEDER_036,Uttar Pradesh,2024-01-08,3311.67,3105.75,6.22,30,24.3,0.76,True,2.38,12.1
FEEDER_036,West Bengal,2024-01-09,1311.5,874.66,33.31,8,23.5,0.7,True,5.39,12.6
FEEDER_036,Gujarat,2024-01-10,1072.51,1016.01,5.27,17,39.0,0.93,False,8.88,2.9
FEEDER_036,Uttar Pradesh,2024-01-11,1482.5,1395.39,5.88,25,17.2,0.92,True,7.88,1.9
FEEDER_036,West Bengal,2024-01-12,4073.49,3551.05,12.83,4,29.9,0.78,True,7.07,17.1
FEEDER_036,Maharashtra,2024-01-13,925.81,724.8,21.71,25,28.3,0.42,True,7.98,9.1
FEEDER_036,Rajasthan,2024-01-14,3793.42,2512.86,33.76,10,23.1,0.72,False,3.87,16.3
FEEDER_036,West Bengal,2024-01-15,710.41,498.17,29.88,11,16.7,0.53,False,7.25,18.5
FEEDER_036,Maharashtra,2024-01-16,3552.51,2358.12,33.62,8,27.2,0.84,False,0.76,6.4
FEEDER_036,Uttar Pradesh,2024-01-17,1346.54,1043.11,22.53,13,28.1,0.86,False,7.55,17.1
FEEDER_036,Bihar,2024-01-18,3001.06,2092.85,30.26,2,41.8,0.7,True,5.59,1.0
FEEDER_036,Gujarat,2024-01-19,2120.31,1796.32,15.28,10,43.7,0.53,True,6.15,10.2
FEEDER_036,Rajasthan,2024-01-20,4772.36,4116.14,13.75,19,17.2,0.8,True,1.76,15.1
FEEDER_036,Uttar Pradesh,2024-01-21,3108.65,2156.44,30.63,19,23.1,0.73,False,7.31,16.5
FEEDER_036,Tamil Nadu,2024-01-22,4567.08,3356.93,26.5,19,20.9,0.88,True,8.23,14.2
FEEDER_036,Tamil Nadu,2024-01-23,3543.27,2859.53,19.3,4,44.1,0.61,True,3.49,5.2
FEEDER_036,West Bengal,2024-01-24,1278.16,1199.32,6.17,20,23.2,0.48,True,9.06,14.6
FEEDER_036,Tamil Nadu,2024-01-25,4485.99,3218.38,28.26,21,25.7,0.5,False,8.68,4.9
FEEDER_036,Maharashtra,2024-01-26,4832.81,3620.98,25.08,5,35.6,0.68,True,3.58,10.7
FEEDER_036,Madhya Pradesh,2024-01-27,2391.6,1804.49,24.55,27,41.0,0.49,False,0.54,2.5
FEEDER_036,Maharashtra,2024-01-28,1287.66,1019.94,20.79,26,32.3,0.69,False,3.46,16.2
FEEDER_036,Uttar Pradesh,2024-01-29,3896.4,2599.35,33.29,24,16.0,0.74,False,9.95,14.0
FEEDER_036,West Bengal,2024-01-30,3671.91,2445.25,33.41,19,26.3,0.41,True,7.84,10.0
FEEDER_037,Gujarat,2024-01-01,3156.1,2122.19,32.76,29,40.8,0.44,True,0.81,11.3
FEEDER_037,Uttar Pradesh,2024-01-02,596.95,395.73,33.71,8,24.7,0.6,True,4.08,10.7
FEEDER_037,West Bengal,2024-01-03,1175.17,804.62,31.53,15,25.5,0.67,True,7.87,5.0
FEEDER_037,Uttar Pradesh,2024-01-04,2625.08,1987.97,24.27,13,32.9,0.81,True,4.88,16.0
FEEDER_037,Bihar,2024-01-05,3065.1,2722.27,11.18,3,16.0,0.75,False,0.87,6.1
FEEDER_037,Rajasthan,2024-01-06,1805.68,1338.83,25.85,7,31.4,0.64,True,5.58,16.2
FEEDER_037,Uttar Pradesh,2024-01-07,2910.15,1902.53,34.62,12,37.8,0.91,False,0.84,4.2
FEEDER_037,Uttar Pradesh,2024-01-08,2224.76,1702.76,23.46,15,38.4,0.55,False,5.66,18.6
FEEDER_037,Maharashtra,2024-01-09,4337.99,3138.0,27.66,3,39.9,0.42,False,5.28,17.4
FEEDER_037,Maharashtra,2024-01-10,3250.23,2146.9,33.95,21,22.4,0.44,True,4.2,6.4
FEEDER_037,Maharashtra,2024-01-11,3764.13,2919.12,22.45,16,37.1,0.44,False,7.57,18.5
FEEDER_037,Gujarat,2024-01-12,4839.22,3665.31,24.26,9,39.8,0.94,False,9.15,11.2
FEEDER_037,Maharashtra,2024-01-13,4348.63,3391.82,22.0,20,38.3,0.49,False,8.49,0.0
FEEDER_037,Uttar Pradesh,2024-01-14,2942.25,2663.32,9.48,17,27.2,0.86,False,4.66,4.8
FEEDER_037,Uttar Pradesh,2024-01-15,3239.13,3064.67,5.39,28,19.8,0.68,False,1.15,5.4
FEEDER_037,West Bengal,2024-01-16,4101.54,3760.68,8.31,5,33.3,0.46,True,8.96,2.7
FEEDER_037,Tamil Nadu,2024-01-17,2294.77,2107.84,8.15,16,23.8,0.73,True,4.76,0.8
FEEDER_037,Madhya Pradesh,2024-01-18,4976.19,3326.38,33.15,2,36.0,0.41,True,0.53,4.5
FEEDER_037,Bihar,2024-01-19,4998.95,4464.5,10.69,5,21.7,0.56,False,8.8,13.9
FEEDER_037,Uttar Pradesh,2024-01-20,3948.83,3379.01,14.43,4,28.4,0.6,False,4.87,6.0
FEEDER_037,Madhya Pradesh,2024-01-21,3092.22,2444.52,20.95,10,17.6,0.63,True,5.83,4.7
FEEDER_037,Tamil Nadu,2024-01-22,4140.86,3324.86,19.71,15,42.6,0.83,True,3.0,12.1
FEEDER_037,Bihar,2024-01-23,2980.09,2120.22,28.85,27,31.7,0.52,True,8.22,5.6
FEEDER_037,Rajasthan,2024-01-24,4303.25,3467.44,19.42,18,29.3,0.6,True,6.53,10.2
FEEDER_037,West Bengal,2024-01-25,2409.4,2146.91,10.89,20,43.1,0.57,True,6.67,3.1
FEEDER_037,Maharashtra,2024-01-26,4677.29,3403.36,27.24,11,21.6,0.89,False,4.94,8.3
FEEDER_037,Maharashtra,2024-01-27,1800.02,1576.41,12.42,19,16.7,0.65,True,1.6,10.6
FEEDER_037,Bihar,2024-01-28,3014.7,2361.87,21.65,13,26.6,0.5,True,9.67,8.1
FEEDER_037,Tamil Nadu,2024-01-29,1750.05,1586.72,9.33,28,33.0,0.58,False,7.64,3.4
FEEDER_037,West Bengal,2024-01-30,4136.79,3844.1,7.08,8,36.5,0.45,True,7.53,10.4
FEEDER_038,Tamil Nadu,2024-01-01,4465.81,4175.48,6.5,21,29.5,0.63,False,5.14,12.1
FEEDER_038,Bihar,2024-01-02,4861.4,4423.61,9.01,22,16.2,0.51,True,5.85,10.8
FEEDER_038,Maharashtra,2024-01-03,1084.47,908.39,16.24,17,32.6,0.7,False,7.33,16.0
FEEDER_038,Madhya Pradesh,2024-01-04,4725.8,4199.37,11.14,16,38.0,0.57,True,0.89,18.7
FEEDER_038,Madhya Pradesh,2024-01-05,4681.15,3098.49,33.81,1,17.1,0.51,False,3.86,14.2
FEEDER_038,Bihar,2024-01-06,2241.06,1466.23,34.57,20,27.6,0.89,True,7.39,3.2
FEEDER_038,Bihar,2024-01-07,2251.75,2008.03,10.82,14,31.0,0.43,True,7.95,16.4
FEEDER_038,Madhya Pradesh,2024-01-08,2781.7,2387.84,14.16,20,39.7,0.52,False,4.28,17.0
FEEDER_038,Rajasthan,2024-01-09,2823.0,2306.17,18.31,18,19.9,0.86,False,2.25,11.6
FEEDER_038,Gujarat,2024-01-10,4616.95,3382.36,26.74,21,44.9,0.95,False,5.24,2.8
FEEDER_038,West Bengal,2024-01-11,1195.43,820.61,31.35,18,21.6,0.43,False,2.38,0.6
FEEDER_038,Uttar Pradesh,2024-01-12,1968.4,1482.37,24.69,7,21.5,0.56,False,2.35,15.7
FEEDER_038,Bihar,2024-01-13,1277.5,979.18,23.35,8,41.4,0.6,True,6.23,6.3
FEEDER_038,Tamil Nadu,2024-01-14,4151.26,3933.41,5.25,30,23.7,0.41,False,7.25,10.0
FEEDER_038,West Bengal,2024-01-15,4566.81,3012.66,34.03,19,38.7,0.9,True,5.45,0.0
